_0StationsId.id,_0StationsId.technicalMinimum,_0StationsId.maximumCapacity,_0StationsId.step1Level,_0StationsId.step2Level,_0StationsId.step3Level,_0StationsId.step1AdaptationPeriod,_0StationsId.step2AdaptationPeriod,_0StationsId.step3AdaptationPeriod,_0StationsId.name,_1PeriodsValue,outFlow,hasTreatedWater
1,0.01,0.437,75,25,0,1,1,0,Station 1,1,0.291,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,2,0.292,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,3,0.343,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,4,0.312,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,5,0.336,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,6,0.343,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,7,0.335,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,8,0.349,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,9,0.354,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,10,0.355,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,11,0.326,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,12,0.327,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,13,0.282,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,14,0.287,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,15,0.283,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,16,0.298,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,17,0.305,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,18,0.308,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,19,0.352,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,20,0.401,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,21,0.436,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,22,0.408,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,23,0.325,1
1,0.01,0.437,75,25,0,1,1,0,Station 1,24,0.308,1
2,0,1.3,75,25,0,12,24,0,Station 2,1,0.09221,1
2,0,1.3,75,25,0,12,24,0,Station 2,2,0.187,1
2,0,1.3,75,25,0,12,24,0,Station 2,3,0.2818,1
2,0,1.3,75,25,0,12,24,0,Station 2,4,0.3766,1
2,0,1.3,75,25,0,12,24,0,Station 2,5,0.4714,1
2,0,1.3,75,25,0,12,24,0,Station 2,6,0.5662,1
2,0,1.3,75,25,0,12,24,0,Station 2,7,0.661,1
2,0,1.3,75,25,0,12,24,0,Station 2,8,0.7558,1
2,0,1.3,75,25,0,12,24,0,Station 2,9,0.7558,1
2,0,1.3,75,25,0,12,24,0,Station 2,10,0.7558,1
2,0,1.3,75,25,0,12,24,0,Station 2,11,0.7558,1
2,0,1.3,75,25,0,12,24,0,Station 2,12,0.7558,1
2,0,1.3,75,25,0,12,24,0,Station 2,13,0.7558,1
2,0,1.3,75,25,0,12,24,0,Station 2,14,0.7558,1
2,0,1.3,75,25,0,12,24,0,Station 2,15,0.7558,1
2,0,1.3,75,25,0,12,24,0,Station 2,16,0.7558,1
2,0,1.3,75,25,0,12,24,0,Station 2,17,0.7558,1
2,0,1.3,75,25,0,12,24,0,Station 2,18,0.7558,1
2,0,1.3,75,25,0,12,24,0,Station 2,19,0.7558,1
2,0,1.3,75,25,0,12,24,0,Station 2,20,0.7558,1
2,0,1.3,75,25,0,12,24,0,Station 2,21,0.7558,1
2,0,1.3,75,25,0,12,24,0,Station 2,22,0.7558,1
2,0,1.3,75,25,0,12,24,0,Station 2,23,0.7558,1
2,0,1.3,75,25,0,12,24,0,Station 2,24,0.7558,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,1,0.216,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,2,0.411,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,3,0.411,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,4,0.411,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,5,0.411,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,6,0.411,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,7,0.411,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,8,0.411,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,9,0.411,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,10,0.411,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,11,0.411,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,12,0.411,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,13,0.411,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,14,0.6597,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,15,0.6597,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,16,0.6597,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,17,0.9083,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,18,0.9083,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,19,0.9083,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,20,0.9083,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,21,0.9083,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,22,0.9083,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,23,0.9083,1
3,0.1,3.5,33,27,40,16,8,24,Station 3,24,0.9083,1
4,0,0.8,40,40,20,3,3,0,Station 4,1,0.442,1
4,0,0.8,40,40,20,3,3,0,Station 4,2,0.439,1
4,0,0.8,40,40,20,3,3,0,Station 4,3,0.476,1
4,0,0.8,40,40,20,3,3,0,Station 4,4,0.474,1
4,0,0.8,40,40,20,3,3,0,Station 4,5,0.472,1
4,0,0.8,40,40,20,3,3,0,Station 4,6,0.493,1
4,0,0.8,40,40,20,3,3,0,Station 4,7,0.514,1
4,0,0.8,40,40,20,3,3,0,Station 4,8,0.503,1
4,0,0.8,40,40,20,3,3,0,Station 4,9,0.506,1
4,0,0.8,40,40,20,3,3,0,Station 4,10,0.509,1
4,0,0.8,40,40,20,3,3,0,Station 4,11,0.486,1
4,0,0.8,40,40,20,3,3,0,Station 4,12,0.459,1
4,0,0.8,40,40,20,3,3,0,Station 4,13,0.436,1
4,0,0.8,40,40,20,3,3,0,Station 4,14,0.404,1
4,0,0.8,40,40,20,3,3,0,Station 4,15,0.414,1
4,0,0.8,40,40,20,3,3,0,Station 4,16,0.428,1
4,0,0.8,40,40,20,3,3,0,Station 4,17,0.445,1
4,0,0.8,40,40,20,3,3,0,Station 4,18,0.454,1
4,0,0.8,40,40,20,3,3,0,Station 4,19,0.509,1
4,0,0.8,40,40,20,3,3,0,Station 4,20,0.696,1
4,0,0.8,40,40,20,3,3,0,Station 4,21,0.711,1
4,0,0.8,40,40,20,3,3,0,Station 4,22,0.599,1
4,0,0.8,40,40,20,3,3,0,Station 4,23,0.501,1
4,0,0.8,40,40,20,3,3,0,Station 4,24,0.686,1
5,0,4,50,50,0,2,2,2,Station 5,1,0.237,1
5,0,4,50,50,0,2,2,2,Station 5,2,0.246,1
5,0,4,50,50,0,2,2,2,Station 5,3,0.245,1
5,0,4,50,50,0,2,2,2,Station 5,4,0.248,1
5,0,4,50,50,0,2,2,2,Station 5,5,0.266,1
5,0,4,50,50,0,2,2,2,Station 5,6,0.256,1
5,0,4,50,50,0,2,2,2,Station 5,7,0.263,1
5,0,4,50,50,0,2,2,2,Station 5,8,0.262,1
5,0,4,50,50,0,2,2,2,Station 5,9,0.266,1
5,0,4,50,50,0,2,2,2,Station 5,10,0.278,1
5,0,4,50,50,0,2,2,2,Station 5,11,0.251,1
5,0,4,50,50,0,2,2,2,Station 5,12,0.253,1
5,0,4,50,50,0,2,2,2,Station 5,13,0.226,1
5,0,4,50,50,0,2,2,2,Station 5,14,0.215,1
5,0,4,50,50,0,2,2,2,Station 5,15,0.209,1
5,0,4,50,50,0,2,2,2,Station 5,16,0.221,1
5,0,4,50,50,0,2,2,2,Station 5,17,0.237,1
5,0,4,50,50,0,2,2,2,Station 5,18,0.226,1
5,0,4,50,50,0,2,2,2,Station 5,19,0.285,1
5,0,4,50,50,0,2,2,2,Station 5,20,0.387,1
5,0,4,50,50,0,2,2,2,Station 5,21,0.376,1
5,0,4,50,50,0,2,2,2,Station 5,22,0.322,1
5,0,4,50,50,0,2,2,2,Station 5,23,0.261,1
5,0,4,50,50,0,2,2,2,Station 5,24,0.237,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,1,0.364,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,2,0.375,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,3,0.391,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,4,0.392,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,5,0.382,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,6,0.377,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,7,0.381,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,8,0.381,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,9,0.414,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,10,0.383,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,11,0.382,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,12,0.373,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,13,0.353,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,14,0.346,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,15,0.353,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,16,0.35,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,17,0.346,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,18,0.362,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,19,0.408,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,20,0.506,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,21,0.499,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,22,0.447,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,23,0.392,1
6,0.2,1.4,10,90,0,1,8,0,Station 6,24,0.376,1
